適用規格,事業工事名,調査名,調査目的,調査対象,ボーリング名,ボーリング総数,ボーリング連番,経度_度,経度_分,経度_秒,緯度_度,緯度_分,緯度_秒,取得方法コード,読取精度コード,測地系,調査位置住所,コード1次,コード2次,コード3次,発注機関名称,テクリスコード,調査期間_開始年月日,調査期間_終了年月日,調査会社_名称,孔口標高,総掘進長,柱状図様式,掘進角度,地盤勾配,試錐機_名称,試錐機_能力,試錐機_方法,エンジン_名称,エンジン_能力,エンジン_単位,ハンマー落下用具_コード,ハンマー落下用具_名称,N値記録用具_コード,ポンプ_名称,ポンプ_能力,ポンプ_単位,櫓種類コード,岩石土区分_下端深度,岩石土区分_岩石土名,岩石土区分_岩石土記号,岩石土区分_岩石群コード,岩石土区分_岩石,色調_下端深度,色調_色調名,観察記事_上端深度,観察記事_下端深度,観察記事_記事,観察記事枠線_下端深度,標準貫入試験_開始深度,標準貫入試験_0_10打撃回数,標準貫入試験_0_10貫入量,標準貫入試験_10_20打撃回数,標準貫入試験_10_20貫入量,標準貫入試験_20_30打撃回数,標準貫入試験_20_30貫入量,標準貫入試験_合計打撃回数,標準貫入試験_合計貫入量,相対密度稠度_下端深度,相対密度_コード,相対稠度_コード,透水試験_上端深度,透水試験_下端深度,透水試験_試験コード,透水試験_試験方法,透水試験_透水係数,試料採取_上端深度,試料採取_下端深度,試料採取_試料番号,試料採取_採取方法コード,孔内水位_測定年月日,孔内水位_掘削状況コード,孔内水位_孔内水位,孔内水位_水位種別コード,掘削工程_測定年月日,掘削工程_掘進深度,掘削工程_ケーシング下端深度,硬軟区分判定表_コード,硬軟区分判定表_記号,硬軟区分判定表_区分,硬軟区分判定表_説明,硬軟区分_下端深度,硬軟区分_硬軟区分,コア形状区分判定表_コード,コア形状区分判定表_記号,コア形状区分判定表_説明,コア形状区分_下端深度,コア形状区分_コア形状区分,割れ目区分判定表_コード,割れ目区分判定表_記号,割れ目区分判定表_説明,割れ目区分_下端深度,割れ目区分_割れ目区分,風化区分判定表_コード,風化区分判定表_記号,風化区分判定表_説明,風化区分_下端深度,風化区分_風化区分,変質区分判定表_コード,変質区分判定表_記号,変質区分判定表_区分,変質区分判定表_説明,変質区分_下端深度,変質区分_変質区分,孔内水位_水位種別備考,孔径孔壁保護_下端深度,孔径孔壁保護_孔径,孔径孔壁保護_孔壁保護コード,孔径孔壁保護_孔壁保護方法,掘進速度_下端深度,掘進速度_掘進速度,コアチューブビット_下端深度,コアチューブビット_コアチューブ名,コアチューブビット_ビット名,給圧条件_下端深度,給圧条件_給圧,回転数_下端深度,回転数_回転数,送水条件_下端深度,送水条件_送水圧,送水条件_送水量,送水条件_排水量,送水条件_送水種類コード,断層破砕帯区分_上端深度,断層破砕帯区分_下端深度,断層破砕帯区分_性状コード,コア採取率_下端深度,コア採取率_採取率,最大コア長_下端深度,最大コア長_コア長,RQD_下端深度,RQD_RQD,岩級区分判定表_項目名,岩級区分判定表_コード,岩級区分判定表_記号,岩級区分判定表_説明,岩級区分_下端深度,岩級区分_岩級区分,フリー情報,岩石土区分_岩相,標準貫入試験_備考,掘進方向,相対密度_状態,試料採取_採取方法,取得方法説明,コア形状区分判定表_区分,割れ目区分判定表_区分,風化区分判定表_区分,地質時代_上端深度,地質時代_下端深度,地質時代_地質時代名,地質時代_形成年代上限,地質時代_形成年代下限,孔径孔壁保護_孔壁保護実施理由,送水条件_送水種類,孔内水平載荷試験_試験深度,孔内水平載荷試験_試験方法コード,孔内水平載荷試験_初期圧,孔内水平載荷試験_降伏圧,孔内水平載荷試験_変形係数,孔内水位_掘削状況,その他原位置試験_試験名,その他原位置試験_上端深度,その他原位置試験_下端深度,その他原位置試験_試験結果,試料採取_試験名,相対稠度_状態,N値記録用具_名称,調査会社_TEL,調査会社_主任技師,調査会社_現場代理人,調査会社_コア鑑定者,調査会社_ボーリング責任者,櫓種類名称,岩石土区分_変成岩岩相,岩石土区分_変成岩岩石,地層岩体区分_上端深度,地層岩体区分_下端深度,地層岩体区分_地層岩体名,孔内水平載荷試験_載荷パターン,座標定義,座標,地盤分類_下端深度,地盤分類_工学的分類記号,標準貫入試験詳細データ_開始深度,標準貫入試験詳細データ_打撃回数,標準貫入試験詳細データ_貫入量,標準貫入試験詳細データ_累積貫入量
JIS A 0206-2008,,平成21年度 第HK36-6号 姉川補助河川総合流域防災事業土質調査業務委託,08,10,L-0.2KP表法肩,9,4,136,13,09.5000,35,23,19.8000,02,1,1,滋賀県長浜市南浜町,5336,01,67,滋賀県長浜土木事務所,22501106,2010-02-03,2010-02-06,正和設計株式会社,88.30,23.50,1,0.00,0.00,YBM-05,,,ヤンマーNFAD8,,,2,半自動型,1,BG-3,,,,23.50,シルト混り砂,S-M,1,531213003,23.50,暗灰,20.70,23.50,含水中位。細砂主体。シーム状のシルト挟む。,23.50,23.15,2,10,3,10,3,10,8,30,23.50,2,0,,,,,,23.00,23.50,P-23,100,2010-02-06,4,4.01,12,2010-02-05,23.50,2.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,清水位、不圧,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,緩い,,,,,,,,,,,,,,,,,,掘削完了後,,,,,物理,,自動記録装置,,,,,,,,,,,,,,,,,,,,
JIS A 0206-2008,,平成23年度 第1630-2号 坪谷川補助砂防総合流域防災土質調査業務委託,01,01,BorNo.28,7,7,136,20,12.8500,35,26,29.1600,02,2,1,滋賀県長浜市徳山町,5336,12,26,滋賀県長浜土木事務所,22501106,2011-09-27,2011-09-28,株式会社新明,168.32,7.40,2,0.00,0.00,吉田YBM-05D,50,3,ヤンマーNFD8,8,ps,2,,2,丸山MS511,51,l/min,3,7.40,粘土混じり砂礫,GS-C,1,531120004,7.40,暗黄褐～暗褐,3.00,7.40,φ2～30mm程度の角～亜角礫主体\n最大礫径φ50mm前後\nマトリックスは細砂～粗砂\n一様に粘土分混在,7.40,7.15,17,10,23,10,10,5,50,25,,,,,,,,,,,,,,,,,2011-09-28,7.40,,,,,,7.40,,,,,7.40,,,,,7.40,,,,,7.40,,,,,,7.40,,,,,,,,,,,,,,,,,,,,,,,,7.00,100,,,,,備考,960,D,破砕帯・粘土化帯でコア採取不可能なもの。,,,,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JIS A 0206-2008,,平成21年度 第HK36-2号 高時川補助河川総合流域防災事業土質調査業務委託,08,21,R-0.4k付近（裏）,10,4,136,14,26.1000,35,24,47.2000,02,1,1,滋賀県長浜市落合町 他,5336,01,99,滋賀県長浜土木事務所,22501106,2010-01-21,2010-01-25,株式会社関西技研,94.60,15.45,1,0.00,0.00,YBM-05,,,ヤンマーNFAD-8,,,9,半自動落下装置,2,カノーV6,,l/min,,15.45,シルト,M,1,532110000,15.45,暗灰,7.30,15.45,粘性高位　含水高位\n12.30m付近、腐植土を5cmの厚さで挟む\n13.20～14.50m間、砂質シルトを互層状に挟む\nシルト質細砂状の部分もややみられる,15.45,15.15,2,10,2,10,3,10,7,30,15.45,0,1,,,,,,12.15,12.45,0.4-2-12,100,2010-01-22,1,6.40,19,2010-01-23,15.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,599200001,,,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JIS A 0206-2008,,平成21年度 第K38-1号 安曇川河川改良調査委託,08,21,No.31-2,14,14,136,01,03.6700,35,20,49.4600,02,2,1,滋賀県高島市安曇川町川島 他,5336,00,11,滋賀県高島土木事務所,22501108,2010-04-30,2010-05-08,株式会社新洲,105.91,15.09,1,0.00,32.00,東邦D0-D,,,ヤンマーNFD8,,,9,自動落下,2,東邦BG-3C,,l/min,,15.09,玉石混り砂礫,GS,1,531120000,15.09,暗褐,5.55,15.09,φ2～60mmの亜角亜円礫主体\nマトリックスは粒子不均一な砂\n9.50m付近よりシルト分を混在\nφ80～150mmの玉石を混在\n含水高位,15.09,15.05,60,4,21,10,19,7,60,4,15.09,5,0,8.50,9.00,99,現場透水,1.84E-05,14.15,14.25,311P14,999,2010-05-06,1,7.41,19,2010-05-07,15.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,599200001,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JIS A 0206-2008,,平成21年度 第1-18号 東北部木之本西幹線土質調査業務委託,05,08,No.1,9,1,136,13,06.5000,35,25,53.5000,01,1,1,滋賀県長浜市　益田町～安養寺町,5336,11,17,滋賀県東北部流域下水道事務所,22501119,2010-01-18,2010-01-20,株式会社鈴鹿設計事務所,87.40,18.50,1,0.00,0.00,D0-C,100,2,NFAD-8,8,PS,2,,2,BG3-C,56,L/min,3,18.50,砂礫,GS,1,531120000,18.50,暗青灰,15.30,18.50,φ2～25mmの円～亜円礫主体\nマトリックスは粗砂\nGL-17.00m付近より、若干粘土分混入しマトリックスは粘土混り粗砂を呈す\n全体的に若干の逸水認める\n含水大,18.50,18.15,14,10,15,10,16,10,45,30,18.50,4,0,10.00,10.50,03,現場透水試験,1.93E-02,16.15,16.45,P-17,100,2010-01-18,2,1.23,12,2010-01-20,18.50,10.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999200002,,0.00,,,,,,,,,,,,,,,,,,,,,,,,物理試験,軟,,,,,,,,,,,,,,,,,,,,,
JIS A 0206-2008,,平成23年度 第1-14号 東北部木之本西幹線土質調査業務委託(その2),05,08,No.2,9,0002,136,13,53.6400,35,23,37.4100,03,0,1,滋賀県長浜市川道町,5336,01,78,滋賀県東北部流域下水道事務所,22501119,2012-02-20,2012-02-21,環境設計株式会社,85.94,13.50,1,0.00,0.00,吉田鉄工製_YBM-05DA-2,50,3,ヤンマー農機製_NFAD-7型,7,PS,2,,2,カノボーリング製 FP-5型,65,l/min,3,13.50,砂質シルト,MS,1,532110020,13.50,暗灰,12.20,13.50,粘性小 含水中 腐植物点在\n砂分細砂主体 所々砂分多く混入\n雲母片点在,13.50,13.15,2,15,1,7,2,10,5,32,13.50,0,2,3.30,3.80,99,現場透水試験,2.42E-02,13.15,13.47,14,100,2012-02-20,1,0.61,,2012-02-21,13.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,599200001,自沈,,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JIS A 0206-2008,,平成24年度 第812A-03号 麻生古屋梅ノ木線単独道路改築調査業務,01,11,B-2,5,2,135,52,34.7010,35,21,46.7848,01,4,1,滋賀県高島市朽木雲洞谷 他,5335,07,30,滋賀県高島土木事務所,22501108,2012-10-23,2013-02-08,株式会社エイト日本技術開発,261.23,8.00,2,0.00,35.00,DO-C,,2,NFD-10,,,2,,2,CP-40,,,,8.00,チャート,Cht,1,131000002,8.00,青白色～乳白色,4.70,8.00,片状コア。コア自体は比較的に堅硬であるが、表面には微細なヘアクラックが発達し、ところどころで角礫状を呈す。\n亀裂部は褐色化し、風化を伴って軟質化する。\n4.7～7.0m区間、コアは全体的に白色を呈し、変質を伴う。\n8.0～9.0m区間、風化・変質が低減し、全体的に青白色を呈す。,8.00,4.15,3,10,4,10,4,10,11,30,,,,,,,,,,,,,2012-12-14,1,7.30,,2012-12-14,8.00,5.60,,,,,8.00,014,,,,8.00,013,,,,8.00,013,,,,8.00,,,,,,8.00,,,5.60,90,2,,8.00,109,8.00,WD,,8.00,1.0,8.00,180,8.00,0.1,3,2,2,,,,8.00,100,8.00,15,8.00,15,備考,960,D,破砕帯・粘土化帯でコア採取不可能なもの。,8.00,950,,,,,,,,,,,,,,,,崩壊,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JIS A 0206-2008,,平成15年度 第6001-2号 上板並地区砂防事業調査調査業務委託,09,21,6,6,6,136,22,0.9000,35,25,32.0000,09,1,1,滋賀県坂田郡伊吹町上板並,5336,12,19,滋賀県長浜土木事務所,22501106,2004-01-01,2004-01-01,株式会社滋賀ソイルコンサルタント,249.10,15.00,1,0.00,,,,9,,,,4,,9,,,,,15.00,表土,SF,1,531100000,15.00,褐灰暗灰,,,,15.00,15.00,60,0,,,,,60,0,15.00,0,0,,,,,,,,,,2004-00-00,9,3.06,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,不明,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,599200003,,,,,,,,,,,,,,,,,,,,,不明,,,,,,,,,,,,,,,,,,,,,,,,,,,
JIS A 0206-2008,,平成21年度 第HK36-13号 高時川補助河川総合流域防災事業土質調査業務委託(その5),08,09,L-5.2KP-ws,14,2,136,14,41.1000,35,27,15.3000,02,1,1,滋賀県長浜市小谷丁野町 他,5336,11,49,滋賀県長浜土木事務所,22501106,2010-05-31,2010-10-15,キタイ設計株式会社,105.26,14.50,1,0.00,29.00,カノ製KR-100,100,2,ヤンマー製NFD-9,9,ps,2,,2,東邦地下工機製BG-3,50,L/min,,14.50,粘土質砂礫,SC,1,531231040,14.50,暗褐,14.35,14.50,細礫および細～中砂主体。風化礫混入する。含水量中位。,14.50,14.15,3,10,4,10,12,10,19,30,14.50,4,0,,,,,,14.00,14.50,P-15,100,2010-07-13,1,2.93,12,2010-07-14,14.50,13.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,599200001,貫入不能,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JIS A 0206-2008,,平成21年度 第HK36-19号 姉川補助河川総合流域防災事業土質調査業務委託(その7),08,09,L8.68-B2,0010,0002,136,17,41.8000,35,24,42.9000,02,1,1,滋賀県長浜市千草町 他,5336,02,93,滋賀県長浜土木事務所,22501106,2010-08-23,2010-08-24,株式会社滋賀測量設計事務所,109.05,6.50,1,0.00,30.00,YBM05-DA,50,3,ヤンマーNFD8,8,PS,2,半自動落下,2,カノーV5,50,l/min,3,6.50,砂礫,GS,1,531120000,6.50,暗灰,2.70,6.50,\n\n\n\nφ2～30mmの亜円礫が主体\nマトリックスは細～中砂\nφ80mm程度の玉石も点在する\n含水量は中位～多い\n,6.50,6.15,7,10,9,10,11,10,27,30,6.30,3,0,5.00,5.50,03,,1.24E-01,,,,,2010-08-23,2,2.76,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,599200001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JIS A 0206-2008,,平成19年度 第603-5号 姉川単独河川改良土質調査委託,18,21,No.2-2,6,4,136,14,39.6000,35,24,57.6000,02,1,1,滋賀県東浅井郡虎姫町長田,5336,01,99,滋賀県湖北地域振興局長浜建設管理部,22501106,2007-10-27,2007-10-29,株式会社新明測量設計,94.97,14.50,1,0.00,0.00,カノーKR-50,50,3,ヤンマーNFD-8,8,PS,4,,2,カノーV-5,54,l/min,3,14.50,粘土,CH,1,532120000,14.50,暗灰～黒灰～暗青灰,10.15,14.50,粘性中位～強い。\n全般に草根・腐植物混入。\nGL-13.25m付近、砂層を薄層で挟在。\n含水量は少ない。,14.50,14.15,2,10,2,10,2,10,6,30,14.50,0,2,,,,,,13.15,13.45,P2-2-13,100,2007-10-27,1,5.84,12,2007-10-29,14.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,TWS,,,,,,,,,,,,,,,,,,現場透水試験,5.75,6.10,4.57E-2,,,,,,,,,,,,,,,,,,,,,,,
JIS A 0206-2008,,平成21年度 第HK36-10号 高時川補助河川総合流域防災事業土質調査業務委託(その3),08,21,R-2.2KP-1,21,19,136,14,33.4000,35,25,45.2000,02,1,1,滋賀県長浜市錦織町 他,5336,11,19,滋賀県長浜土木事務所,22501106,2010-03-11,2010-03-15,株式会社石居設計,98.13,18.45,1,0.00,0.00,YBM-05DA-2,,,ヤンマーNFAD-9,,,9,半自動落下装置,2,東邦BG-30R,,l/min,,18.45,粘土,CH,1,532120000,18.45,暗緑褐～黒灰,16.10,18.45,粘性非常に強い\n貝殻片少量混入する\nGL-18m付近、細砂少量混在する,18.45,18.15,2,10,2,10,2,10,6,30,18.45,0,2,7.00,7.50,99,現場透水試験,1.06E-05,17.15,17.45,R-2.2KP-1P-17,100,2010-03-12,1,5.58,19,2010-03-13,18.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,599200001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JIS A 0206-2008,,平成21年度 第HK37-3号 高時川補助河川改修地質調査業務委託,08,09,No.7 L-10.1-1,10,7,136,15,05.0000,35,29,54.0000,02,0,1,滋賀県長浜市高月町保延寺 他,5336,12,90,滋賀県木之本土木事務所,22501107,2010-03-11,2010-03-16,株式会社鈴鹿設計事務所,124.75,24.00,1,0.00,30.00,カノー製　KR-100H型,,3,ヤンマー製　NFAD-9型,,,2,,2,ベルマシン製　SP-8型,,,,24.38,粘土質砂礫,SC,1,531231040,24.38,灰褐,19.50,24.38,含水多い\nφ2～30mmの亜円～亜角礫を主体とし、最大径φmax40mm\n礫種は、砂岩・頁岩・チャート・輝緑凝灰岩質を主体とする\n全体的に粘土分混じる\n掘進中、泥水30％程度漏水,24.38,24.15,24,10,25,10,11,3,60,23,24.38,5,0,,,,,,10.00,10.50,7-P-7,100,2010-03-11,1,4.70,12,2010-03-15,24.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,599200001,,,,,,,,,6.35,24.38,完新世-更新世,111010000,111020000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JIS A 0206-2008,,平成30年度  第B731-8号 葛籠尾崎大浦線 補助道路修繕地質調査業務委託,01,13,No.2-2 (No.0+51.5 L13.2),004,0004,136,08,36.0000,35,27,43.0000,02,0,1,滋賀県長浜市西浅井町菅浦,5336,11,51,滋賀県長浜土木事務所木之本支所,22501107,2018-10-24,2019-02-25,彦根鑿泉株式会社,226.98,6.00,2,0.00,35.00,ワイビーエム製 05型,,,ヤンマー製　NFD-8,,,2,,2,カノ製 V-5P,,,,6.00,緑色岩,Tl,1,221151000,,,1.40,6.00,上部10cm程度岩片状\n以深2.5m程度まで岩片状～柱状コア主体の亀裂間に粘土質土を挟む\n2.8～3.0m間、亀裂間に粘土分多い\n3.7～3.8m亀裂間に粘質土挟む\n3.8～4.9m間、亀裂間は密着し、棒状コアが連続する\n4.9m付近開口部がみられる\n5.0m以深亀裂少なく、亀裂間もわずかに粘性土みられるがおおむね密着\n全般に堅硬なもの 亀裂間の粘土は褐色を呈する\n,6.00,1.15,1,10,1,10,48,5,50,25,,,,,,,,,,,,,,,,,,,,,,,,6.00,012,,,,6.00,012,,,,6.00,012,,,,6.00,012,,,,,6.00,011,,1.50,86,2,B2,,,6.00,ダブルコアパック,ダイアモンドビット,,,,,,,,,,,,,6.00,100,6.00,59,6.00,87,備考,960,D,C2c、C3c,6.00,930,,111000000,,,,,,,,,,,,,,崩壊,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JIS A 0206-2008,,平成21年度 第HK37-3号 高時川補助河川改修地質調査業務委託,08,09,No.6 L-9.9-1,10,6,136,15,05.0000,35,29,41.0000,02,0,1,滋賀県長浜市高月町保延寺 他,5336,12,90,滋賀県木之本土木事務所,22501107,2010-03-08,2010-03-17,株式会社鈴鹿設計事務所,123.48,24.00,1,0.00,40.00,東邦地下工機製　D0-C型,,3,ヤンマー製　NFAD-9型,,,2,,2,東邦地下工機製　BG-3型,,,,24.31,玉石混じり砂礫,GS,1,531120000,24.31,灰褐,4.60,24.31,含水非常に多い\nφ5～40mm程度の亜角礫主体\nマトリックス(礫間充填物)は中粗砂\nGL-21m付近まで、φ80～150mmのの玉石を1m当たり2～4個程度混入\n礫種はチャート・砂岩・頁岩質を主体とする\n以深、玉石の混入非常に多くなる\nφ80～120mmの砂岩・チャート質の玉石を、1m当たり4～6個混入\nGL-22m付近まで、40％～60％漏水し、孔壁の自立性に乏しい\n以深、20～30％程度の漏水となる,24.31,24.15,40,10,20,6,10,3,60,16,24.31,5,0,,,,,,7.00,7.50,6-P-5,100,2010-03-10,1,4.69,12,2010-03-16,24.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,599200001,貫入不能,,,,,,,,3.90,24.31,完新世-更新世,111010000,111020000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JIS A 0206-2008,,平成22年度 第6-2号 山本地区急傾斜地総合流域防災土質調査業務委託,09,13,BV-1,9,1,136,12,35.8000,35,26,46.5000,01,1,1,滋賀県長浜市湖北町山本,5336,11,36,滋賀県長浜土木事務所,22501106,2010-09-21,2010-09-24,株式会社東伸技術コンサルタント,91.45,7.00,2,0.00,18.00,YBM-05,50,1,NFAD6,4.4,kw,2,,2,MS330,30,l/min,3,7.00,砂岩,Ss,1,111200002,7.00,暗青灰,5.20,7.00,岩片～短柱状コア主体\n70°以上の高角度割れ目が多数あり\n割れ目に沿って酸化褐色\n所々に白色脈がみられる\n岩片は全体に硬くハンマーで金属音,7.00,7.00,50,0,20,4,9,10,50,0,,,,,,,,,,,,,2010-09-24,1,2.85,12,2010-09-24,7.00,5.00,,,,,7.00,012,,,,7.00,013,,,,7.00,012,,,,7.00,012,,,,,7.00,012,,7.00,66,1,,7.00,80,7.00,D,DB,7.00,40.0,7.00,240,7.00,0.1,6,6,2,,,,7.00,100,7.00,10,7.00,10,備考,960,D,破砕帯・粘土化帯でコア採取不可能なもの。,7.00,940,,,貫入不能,,,,,,,,,,,,,崩壊,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JIS A 0206-2008,,平成21年度 第HK36-10号 高時川補助河川総合流域防災事業土質調査業務委託(その3),08,21,R-2.0KP-2S,21,18,136,14,26.9000,35,25,36.0000,02,1,1,滋賀県長浜市錦織町 他,5336,11,19,滋賀県長浜土木事務所,22501106,2010-03-08,2010-03-10,株式会社石居設計,98.36,8.45,1,0.00,0.00,YBM-05DA-2,,,ヤンマーNFAD-9,,,9,半自動落下装置,2,東邦BG-30R,,l/min,,8.45,粘土,CH,1,532120000,8.45,暗緑灰,7.35,8.45,粘性やや強い～強い\nGL-8m付近、砂をブロック状に挟む,8.45,,,,,,,,,,8.45,0,1,,,,,,7.50,8.45,R-2.0KP-7T,999,,,,,2010-03-10,8.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,599200001,,,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JIS A 0206-2008,,平成19年度 第603-5号 姉川単独河川改良土質調査委託,18,21,No.3-1,6,5,136,14,39.7000,35,25,03.4000,02,1,1,滋賀県東浅井郡虎姫町唐国,5336,11,09,滋賀県湖北地域振興局長浜建設管理部,22501106,2007-11-05,2007-11-07,株式会社新明測量設計,95.67,23.50,1,0.00,0.00,カノーKR-50,50,3,ヤンマーNFD-8,8,PS,4,,2,カノーV-5,54,l/min,3,23.50,砂混じり粘土,CH-S,1,532120002,23.50,淡青灰,23.10,23.50,粘性中位。\n微細砂～細砂をやや多く混在。\n含水量は少ない。,23.50,23.15,3,10,4,10,4,10,11,30,23.50,0,3,,,,,,23.15,23.45,P3-1-23,100,,,,,2007-11-07,23.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JIS A 0206-2008,,平成21年度 第HK36-19号 姉川補助河川総合流域防災事業土質調査業務委託(その7),08,09,L9.32-B1,0010,0003,136,18,08.9000,35,24,37.8000,02,1,1,滋賀県長浜市千草町 他,5336,02,94,滋賀県長浜土木事務所,22501106,2010-08-10,2010-08-13,株式会社滋賀測量設計事務所,114.31,25.50,1,0.00,30.00,YBM05-DA,50,3,ヤンマーNFD8,8,PS,2,半自動落下,2,カノーV5,50,l/min,3,25.50,砂礫,GS,1,531120000,25.50,暗褐灰,11.80,25.50,\n\n\n\n\n\n\n\n\nφ5～50mmの亜円～亜角礫が主体\nマトリックスは細～中砂\n\nGL-16.80m付近は漏水する\n\n含水量はやや多い\n\nGL-19.0～20.5mの間の礫径はやや小さくφ2～30mmが主体\n\nGL-20.50～20.80mの間に砂混りシルトを挟む\n\n以深はφ5～50mmの亜円～亜角礫が主体\n\n含水量は中位\n,25.50,25.15,19,10,20,10,21,10,60,30,25.30,5,0,,,,,,,,,,2010-08-10,2,4.98,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,599200001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JIS A 0206-2008,,平成21年度 第HK36-13号 高時川補助河川総合流域防災事業土質調査業務委託(その5),08,09,L-5.7KP-bs,14,3,136,14,40.0000,35,27,28.4000,02,1,1,滋賀県長浜市小谷丁野町 他,5336,11,49,滋賀県長浜土木事務所,22501106,2010-05-31,2010-10-15,キタイ設計株式会社,106.77,13.50,1,0.00,20.00,カノ製KR-100,100,2,ヤンマー製NFD-9,9,ps,2,,2,東邦地下工機製BG-3,50,L/min,,13.50,粘土混り砂礫,GS,1,531120000,13.50,黒灰～暗茶褐,12.15,13.50,径10mm以下の礫および細～中砂主体。\n径30mm前後の礫を偏在し、最大径70mmで点在する。\n含水量中位。,13.50,13.15,13,10,13,10,15,10,41,30,13.50,4,0,6.00,6.50,99,透水試験,1.33E-01,13.00,13.50,P-13,100,2010-07-26,1,5.64,12,2010-07-27,13.50,12.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,599200001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JIS A 0206-2008,,平成24年度 第812A-03号 麻生古屋梅ノ木線単独道路改築調査業務,01,01,B-3,5,3,135,52,32.2122,35,21,46.4239,01,4,1,滋賀県高島市朽木雲洞谷 他,5335,07,30,滋賀県高島土木事務所,22501108,2012-10-23,2013-02-08,株式会社エイト日本技術開発,253.63,9.00,2,0.00,35.00,YBM-05,,2,NFAD-9,,,2,,2,CP-35,,,,9.00,チャート,Cht,1,131000002,9.00,青白色～乳白色,5.70,9.00,片状コア。コア自体は比較的に堅硬であるが、全体的に風化・変質を伴い、白色化する。コア表面には微細なヘアクラックが発達する。\n亀裂部は褐色化し、粘土を介在。,9.00,5.15,5,10,6,10,6,10,17,30,,,,,,,,,,,,,2012-12-08,1,6.24,,2012-12-08,9.00,5.70,,,,,9.00,,,,,9.00,013,,,,9.00,013,,,,9.00,013,,,,,9.00,013,,5.70,86,2,,9.00,85,9.00,WD,,9.00,0.3,9.00,360,9.00,1.0,3,3,2,,,,8.00,100,8.00,0,8.00,0,備考,960,D,破砕帯・粘土化帯でコア採取不可能なもの。,9.00,950,,,,,,,,,,,,,,,,崩壊,なし,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
