適用規格,調査名,調査目的,調査対象,ボーリング連番,経度_度,経度_分,経度_秒,緯度_度,緯度_分,緯度_秒,測地系,コード1次,コード2次,コード3次,発注機関名称,調査期間_終了年月日,調査会社_名称,孔口標高,総掘進長,柱状図様式,掘進方向,岩石土区分_下端深度,岩石土区分_岩石土名,岩石土区分_岩石群コード,色調_下端深度,標準貫入試験_開始深度,標準貫入試験_合計打撃回数,標準貫入試験_合計貫入量,孔内水位_孔内水位,バージョン変換情報,事業工事名,ボーリング名,ボーリング総数,取得方法コード,読取精度コード,調査期間_開始年月日,調査会社_主任技師,調査会社_現場代理人,調査会社_コア鑑定者,調査会社_ボーリング責任者,掘進角度,地盤勾配,試錐機_名称,試錐機_能力,試錐機_方法,エンジン_名称,ハンマー落下用具_コード,ハンマー落下用具_名称,N値記録用具_コード,N値記録用具_名称,ポンプ_名称,岩石土区分_岩石土記号,岩石土区分_岩石,色調_色調名,観察記事_上端深度,観察記事_下端深度,観察記事_記事,硬軟区分判定表_コード,硬軟区分判定表_記号,硬軟区分判定表_区分,硬軟区分判定表_説明,硬軟区分_下端深度,硬軟区分_硬軟区分,コア形状区分判定表_コード,コア形状区分判定表_記号,コア形状区分判定表_区分,コア形状区分判定表_説明,コア形状区分_下端深度,コア形状区分_コア形状区分,割れ目区分_下端深度,割れ目区分_割れ目区分,風化区分_下端深度,風化区分_風化区分,変質区分判定表_コード,変質区分判定表_記号,変質区分判定表_区分,変質区分判定表_説明,変質区分_下端深度,変質区分_変質区分,孔内水位_測定年月日,孔内水位_掘削状況コード,孔内水位_掘削状況,孔内水位_水位種別コード,掘削工程_測定年月日,掘削工程_掘進深度,掘削工程_ケーシング下端深度,孔径孔壁保護_下端深度,孔径孔壁保護_孔径,孔径孔壁保護_孔壁保護コード,孔径孔壁保護_孔壁保護実施理由,掘進速度_下端深度,掘進速度_掘進速度,コアチューブビット_下端深度,コアチューブビット_コアチューブ名,コアチューブビット_ビット名,給圧条件_下端深度,給圧条件_給圧,回転数_下端深度,回転数_回転数,送水条件_下端深度,送水条件_送水圧,送水条件_送水量,送水条件_排水量,送水条件_送水種類コード,コア採取率_下端深度,コア採取率_採取率,最大コア長_下端深度,最大コア長_コア長,RQD_下端深度,RQD_RQD,岩級区分判定表_項目名,岩級区分判定表_コード,岩級区分判定表_記号,岩級区分判定表_説明,岩級区分_下端深度,岩級区分_岩級区分,地質柱状図様式,ハンマ落下用具_コード,ハンマ落下用具_名称,岩石土区分_岩相,色調_状態,観察記事枠線_下端深度,標準貫入試験_0_10打撃回数,標準貫入試験_0_10貫入量,標準貫入試験_10_20打撃回数,標準貫入試験_10_20貫入量,標準貫入試験_20_30打撃回数,標準貫入試験_20_30貫入量,孔内水平載荷試験_試験深度,孔内水平載荷試験_試験方法コード,孔内水平載荷試験_初期圧,孔内水平載荷試験_降伏圧,孔内水平載荷試験_変形係数,透水試験_上端深度,透水試験_下端深度,透水試験_試験コード,透水試験_試験方法,透水試験_透水係数,P波試験_上端深度,P波試験_下端深度,P波試験_速度,S波試験_上端深度,S波試験_下端深度,S波試験_速度,試料採取_上端深度,試料採取_下端深度,試料採取_試料番号,試料採取_採取方法コード,地質時代_上端深度,地質時代_下端深度,地質時代_地質時代名,地質時代_形成年代上限,地質時代_形成年代下限,孔径孔壁保護_孔壁保護方法,標準貫入試験_備考,座標定義,座標,エンジン_能力,エンジン_単位,ポンプ_能力,ポンプ_単位,櫓種類コード,相対密度稠度_下端深度,相対密度_コード,相対密度_状態,相対稠度_コード,相対稠度_状態,地層岩体区分_上端深度,地層岩体区分_下端深度,地層岩体区分_地層岩体名,割れ目区分判定表_コード,割れ目区分判定表_記号,割れ目区分判定表_区分,割れ目区分判定表_説明,風化区分判定表_コード,風化区分判定表_記号,風化区分判定表_区分,風化区分判定表_説明,孔内水平載荷試験_載荷パターン,断層破砕帯区分_上端深度,断層破砕帯区分_下端深度,断層破砕帯区分_性状コード,送水条件_送水種類,孔内水位_水位種別備考,取得方法説明,岩石土区分_変成岩岩石,試料採取_試験名,その他原位置試験_試験名,その他原位置試験_上端深度,その他原位置試験_下端深度,その他原位置試験_試験結果,掘進方位,P波試験_起振方式,S波試験_起振方式,試料採取_採取方法,保孔管_下端深度,保孔管_種別コード,保孔管_備考,フリー情報
JIS A 0206-2008,平成１２年度　東海環状大野神戸地区地質調査,01,01,3  ,136,37,17.001,35,25,25.76,1,5336,14,09,国土交通省 中部地方整備局 岐阜国道事務所,2001-02,株式会社日さく名古屋支店,13.26,15.34,1,000,015.34,玉石,1,015.34,015.15,50,19,000.38,2018/04/16 13:36 ver2.10→ver3.00 XML変換実施(ボーリングデータバージョン変換システム ver. 1.3),,,,,,,,,,,,,,,,,4,,,,,B,510000010,灰暗黄,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,012.00,01,06.03,10.69,00185.77,015.00,015.50,01,,1.02E-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JIS A 0206-2008,２１．２２号バイパス地質調査,18,21,1  ,136,45,57.96,35,23,17.288,1,5336,06,61,国土交通省 中部地方整備局 中部技術事務所,1978-03,＊,,20.20,1,000,020.20,玉石混り礫質土,1,020.20,005.50,10,30,004.20,2018/04/16 13:36 ver2.10→ver3.00 XML変換実施(ボーリングデータバージョン変換システム ver. 1.3),,,,,,,,,,,,,,,,,,,,,,S,531211000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JIS A 0206-2008,昭和５２年度．伊自良川竹橋設計業務委託,08,05,2  ,136,42,40.872,35,25,30.368,1,5336,15,16,国土交通省 中部地方整備局 木曽川上流河川事務所,1978-03,富士エンジニアリング（株）名古屋事務所,9.78,17.18,1,000,017.18,礫質土,1,017.18,017.00,50,18,002.50,2018/04/16 13:36 ver2.10→ver3.00 XML変換実施(ボーリングデータバージョン変換システム ver. 1.3),,,,,,,,,,,,,,,,,3,,,,,GF,531100000,褐,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,004.75,02,00.87,04.30,00055.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JIS A 0206-2008,平成16年度　東海環状西関地区外2件地質調査,01,01,0013,136,56,33.1000,35,24,37.9000,1,5336,07,95,国土交通省中部地方整備局岐阜国道事務所,2004-09-03,パシフィックコンサルタンツ株式会社,74.18,5.60,1,0.00,5.60,砂岩,1,5.60,3.00,50,6,1.30,2018/04/16 13:37 ver2.10→ver3.00 XML変換実施(ボーリングデータバージョン変換システム ver. 1.3),鵜沼地区,H16-No.15,0024,02,1,2004-09-02,森野善広,榎照仁,榎照仁,服部吉幸,0.00,0.00,YBM-05DA-2,50,1,NFD-9,2,半自動型,2,野帳,CP55,Ss,111200002,褐灰,5.30,5.60,コアは礫状となる。D級。,,,,,,,,,,,,,,,,,,,,,,,2004-09-03,1,,,2004-09-03,5.60,5.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,599200003,,5.60,50,6,9,10,11,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,PS,55,l/min,,5.60,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JIS A 0206-2008,昭和47年度名濃バイパス4工区清水寺洞他ｲ箇所地すべり対策業務,18,,,136,58,52.493,35,22,58.309,1,5336,07,58,国土交通省 中部地方整備局 愛知国道事務所,1973-01,（株）応用地質調査事務所,108.30,9.30,,00,009.30,シルト質砂質土,1,009.30,009.00,48,30,,2018/04/16 13:36 ver2.10→ver3.00 XML変換実施(ボーリングデータバージョン変換システム ver. 1.3),,,,,,,,,,,,,,,,,9,,,,,G,531111000,赤褐,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,599200003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JIS A 0206-2008,昭和６２年度岐阜東バイパス岩戸高架橋地質調査,01,05,15 ,136,47,10.349,35,25,16.476,1,5336,16,02,国土交通省 中部地方整備局 岐阜国道事務所,1987-08,中央開発株式会社,14.41,28.00,1,000,028.00,粘土質高有機質土(腐植土),1,028.00,028.00,60,30,000.90,2018/04/16 13:36 ver2.10→ver3.00 XML変換実施(ボーリングデータバージョン変換システム ver. 1.3),,,,,,,,,,,,,,,,,2,,,,,MS,532110020,黄褐,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,自沈,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JIS A 0206-2008,平成１２年度東海環状美濃関地区地質調査,01,01,36 ,136,55,33.592,35,31,4.149,1,5336,27,24,国土交通省 中部地方整備局 岐阜国道事務所,2001-03,株式会社東京ソイルリサーチ,96.70,21.50,2,000,021.50,軟岩・風化岩,1,021.50,021.00,99,21,009.82,2018/04/16 13:36 ver2.10→ver3.00 XML変換実施(ボーリングデータバージョン変換システム ver. 1.3),,,,,,,,,,,,,,,,,2,,,,,MR,999010003,黒灰,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,006.70,02,01.99,05.93,00132.60,,,,,,,,,,,,,,,,,,,,,,貫入不能,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JIS A 0206-2008,昭和６３年度小屋名局改地質調査,01,05,1  ,136,52,4.515,35,29,7.357,1,5336,16,89,国土交通省 中部地方整備局 岐阜国道事務所,1989-03,東建地質調査株式会社,41.51,10.04,1,000,010.04,礫,1,010.04,010.00,50,04,003.10,2018/04/16 13:36 ver2.10→ver3.00 XML変換実施(ボーリングデータバージョン変換システム ver. 1.3),,,,,,,,,,,,,,,,,2,,,,,G,531111000,暗褐灰,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,貫入不能,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JIS A 0206-2008,平成９年度長良川上流部外２件堤防詳細点検,08,21,27 ,136,43,9.268,35,26,10.864,1,5336,15,27,国土交通省 中部地方整備局 木曽川上流河川事務所,1998-05,国際航業（株）,16.70,26.50,1,000,026.50,礫質土,1,026.50,026.05,50,25,007.90,2018/04/16 13:36 ver2.10→ver3.00 XML変換実施(ボーリングデータバージョン変換システム ver. 1.3),,,,,,,,,,,,,,,,,4,,,,,GF,531100000,赤褐灰,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,599200002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JIS A 0206-2008,木曽川太田地先地質調査,08,21,6  ,136,58,30.289,35,25,25.692,1,5336,17,08,国土交通省 中部地方整備局 木曽川上流河川事務所,1984-07,応用地質株式会社,57.60,10.50,1,000,010.50,岩盤,1,010.50,010.00,50,30,,2018/04/16 13:36 ver2.10→ver3.00 XML変換実施(ボーリングデータバージョン変換システム ver. 1.3),,,,,,,,,,,,,,,,,,,,,,M,999040001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,599200003,,,,,,,,,,,,,,006.00,006.50,01,,3.30E-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JIS A 0206-2008,犀川排水機場試錐工事,18,21,1  ,136,41,18.287,35,22,0.59,1,5336,05,45,国土交通省 中部地方整備局 中部技術事務所,1978-03,＊,,25.00,1,000,025.00,砂質シルト,1,025.00,024.50,10,30,004.50,2018/04/16 13:36 ver2.10→ver3.00 XML変換実施(ボーリングデータバージョン変換システム ver. 1.3),,,,,,,,,,,,,,,,,,,,,,MS,532110020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JIS A 0206-2008,平成15年度神戸第1砂防堰堤実施設計業務委託,09,10,0001,136,36,13.4000,35,38,49.4000,1,5336,34,78,国土交通省中部地方整備局越美山系砂防事務所,2004-01-22,株式会社朝日コンサルタント,222.00,10.04,1,,10.04,粘土混り砂礫,1,10.04,10.00,50,4,8.50,2018/04/16 13:37 ver2.10→ver3.00 XML変換実施(ボーリングデータバージョン変換システム ver. 1.3),,No.1,6,01,1,2004-01-19,玉井浩之,中島和彦,中島　和彦,大中　麻生,0.00,50.00,吉田YBM-05,,,ヤンマーNS-75C,3,トンビ法,2,野張,ヤンマーL40SSN,GS-C,531120004,茶褐,5.80,10.04,強風化しているが頁岩の構造を残している所が多い。\n但し7m付近は崩土状の構造を示す。\n上部は径1cm前後の礫と含水の少ない粘土よりなる。\n7.6～8.5mにかけて礫径がやや大きくなる。\n8.5m以降は基質部が多くなり10m付近では含水比多い。,,,,,,,,,,,,,,,,,,,,,,,2004-01-22,1,作業開始時,12,2004-01-21,10.04,9.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.04,50,4,20,1,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.04,0,,0,,,,,,,,,,,,,,,,,,清水位、不圧,,,,,,,,,,,,,,,
JIS A 0206-2008,平成１２年度東海環状美濃関地区地質調査,01,01,2  ,136,53,42.602,35,31,5.746,1,5336,27,21,国土交通省 中部地方整備局 岐阜国道事務所,2001-03,株式会社東京ソイルリサーチ,53.38,7.27,1,000,007.27,玉石混り礫質土,1,007.27,007.15,50,12,004.65,2018/04/16 13:36 ver2.10→ver3.00 XML変換実施(ボーリングデータバージョン変換システム ver. 1.3),,,,,,,,,,,,,,,,,2,,,,,S,531211000,暗黄褐,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,004.70,02,06.88,28.91,00275.40,005.49,005.50,02,,1.21E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JIS A 0206-2008,関ヶ原バイパス（大高地区）地質調査,01,02,6  ,136,28,48.053,35,21,57.872,1,5336,03,38,国土交通省 中部地方整備局 岐阜国道事務所,1982-07,株式会社ダイヤコンサルタント,110.41,15.35,1,000,015.35,礫,1,015.35,015.15,50,20,008.20,2018/04/16 13:36 ver2.10→ver3.00 XML変換実施(ボーリングデータバージョン変換システム ver. 1.3),,,,,,,,,,,,,,,,,,,,,,G,531111000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,599200003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JIS A 0206-2008,平成13年度　東海環状安八本巣地区地質調査,01,01,0007,136,39,8.0890,35,26,31.1560,1,5336,15,32,国土交通省中部地方整備局岐阜国道工事事務所,2002-03-12,大成基礎設計株式会社　名古屋支社,16.06,20.43,,,20.43,砂礫,1,20.43,20.15,50,28,2.95,2018/04/16 13:37 ver2.10→ver3.00 XML変換実施(ボーリングデータバージョン変換システム ver. 1.3),,No.7(X=62132.636 Y=-46431.145),0007,01,1,2002-03-06,前田　宏,山本　紀子,山本　紀子,田上　紀明,0.00,0.00,KR-100H,100,,NFAD8,,,2,野張,V-6,GS,531120000,,5.75,20.43,含水多い\nφ5～50mm位の亜円～亜角礫主体\n最大確認礫径φ70mm程度\nマトリックスは粗砂主体\n[8.00]8m付近より黄褐色に変わる\n[10.00]10m付近、孔壁の崩壊が著しい\n[12.50]12.5m以深、φ70mm位の大礫を多量混入\n12.9～12.95m間に粘土混じり細砂を挟む\n[17.00]17m以深は含水非常に多くなり、孔壁の崩壊が著しい\n逃水現象がみられる,,,,,,,,,,,,,,,,,,,,,,,2002-3-7,,,,2002-3-8,20.43,,20.43,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,半自動型,599200003,暗褐灰～黄褐灰,20.43,19,10,17,10,14,8,9.50,01,539.0,933.7,29653,7.50,8.00,01,,1.11E-01,,,,,,,19.15,19.42,7-P5,100,15.00,20.43,更新世,111020000,111020000,ケーシング,,,,,,,,,20.43,0,中位,0,中位,15.00,20.43,第一礫層,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JIS A 0206-2008,平成18年度北ノ谷第1砂防えん堤詳細設計業務,09,06,7,136,27,15.3000,35,35,03.6000,1,5336,33,06,中部地方整備局越美山系砂防事務所,2007-02-07,玉野総合コンサルタント株式会社,204.22,6.00,2,,6.00,泥岩,1,6.00,3.00,50,0,5.75,2018/04/16 13:37 ver2.10→ver3.00 XML変換実施(ボーリングデータバージョン変換システム ver. 1.3),2号えん堤,No.3,7,02,1,2007-02-05,石垣 勝之,藤田 昌彦,藤田 昌彦,片山宏幸,0.00,40.00,KR-SH,50,2,NFAD-6,4,,2,,CP-50,Ms,111300002,暗灰,5.00,6.00,短柱状～岩片コア。岩片は硬質。ハンマーの打診で軽い金属音。\n亀裂は開口し、亀裂面褐色化。\n亀裂面は階段状。,015,E,極軟,マサ状、粘土状。a,6.00,012,018,VIII,採取不可,コアの採取ができないもの。スライムも含む。,6.00,013,6.00,012,6.00,013,014,4,強変質,構成鉱物、岩片等が変質鉱物で完全置換され、原岩組織を全く～殆ど残さないもの。,6.00,011,2007-02-06,3,,12,2007-02-06,6.00,3.00,3.00,86,2,崩壊,6.00,85,6.00,ダブル,ダイヤ,6.00,20.0,6.00,180,6.00,0.1,7,4,2,6.00,100,6.00,15,6.00,26,備考,960,D,破砕帯・粘土化帯でコア採取不可能なもの。,6.00,940,,,,,,6.00,50,0,5,10,14,10,,,,,,,,,,,,,,,,,,,,,,,,,,,貫入不能,,,50,ps,100,m/l,3,,,,,,,,,014,d,土砂状,割れ目として認識できない角礫状、砂状、粘土状コア。,035,ε,強風化,強風化している。黄褐色化し、指先で簡単に壊すことができる。,,,,,,,,,,,,,,,,,,,,,
JIS A 0206-2008,平成５年度１５６号名津佐地区地質調査（新黒古橋）,01,05,14 ,136,51,38.066,35,52,20.597,1,5336,66,48,国土交通省 中部地方整備局 岐阜国道事務所,1993-12,株式会社応用地学研究所,356.84,8.00,1,000,008.00,玉石混り粘土質礫質土,1,008.00,008.00,50,30,002.90,2018/04/16 13:36 ver2.10→ver3.00 XML変換実施(ボーリングデータバージョン変換システム ver. 1.3),,,,,,,,,,,,,,,,,3,,,,,SF,,暗黄灰,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,599200003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JIS A 0206-2008,平成２年度油坂峠道路その２地質調査,01,05,5  ,136,51,46.265,35,52,15.498,1,5336,66,49,国土交通省 中部地方整備局 岐阜国道事務所,1990-09,日本技研株式会社,365.46,30.00,1,000,030.00,軟岩・風化岩,1,030.00,025.85,60,13,007.55,2018/04/16 13:36 ver2.10→ver3.00 XML変換実施(ボーリングデータバージョン変換システム ver. 1.3),,,,,,,,,,,,,,,,,4,,,,,SF,,暗黒灰,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,599200003,,,,,,,,,026.50,02,31.90,91.20,07937.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JIS A 0206-2008,昭和５１年度，岐阜東バイパス地質調査,01,04,2  ,136,47,6.352,35,24,4.884,1,5336,06,82,国土交通省 中部地方整備局 岐阜国道事務所,1976-10,東建地質調査株式会社,9.72,15.35,1,000,015.35,礫質土,1,015.35,015.15,50,20,002.10,2018/04/16 13:36 ver2.10→ver3.00 XML変換実施(ボーリングデータバージョン変換システム ver. 1.3),,,,,,,,,,,,,,,,,3,,,,,GF,531100000,暗灰,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,007.00,008.00,01,,8.03E-04,,,,,,,,,,,,,,,,,自沈,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JIS A 0206-2008,米野試錐工事,18,21,1  ,136,48,52.346,35,22,38.597,1,5336,06,55,国土交通省 中部地方整備局 中部技術事務所,1978-03,＊,16.48,17.00,1,000,017.00,玉石混り礫,1,017.00,016.85,50,15,005.07,2018/04/16 13:36 ver2.10→ver3.00 XML変換実施(ボーリングデータバージョン変換システム ver. 1.3),,,,,,,,,,,,,,,,,,,,,,G-B,521111000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,599200003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JIS A 0206-2008,小網橋試錐工事,18,21,1  ,136,51,22.735,35,21,50.506,1,5336,06,38,国土交通省 中部地方整備局 中部技術事務所,1978-03,＊,,20.00,1,000,020.00,粘土混り礫,1,020.00,,,,,2018/04/16 13:36 ver2.10→ver3.00 XML変換実施(ボーリングデータバージョン変換システム ver. 1.3),,,,,,,,,,,,,,,,,,,,,,G-C,531113004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JIS A 0206-2008,昭和６３年度岐南地区地質調査,01,01,6  ,136,47,7.254,35,23,12.69,1,5336,06,62,国土交通省 中部地方整備局 岐阜国道事務所,1988-10,（株）ダイヤコンサルタント,10.49,19.14,1,000,019.14,玉石混り礫質土,1,019.14,019.00,50,14,000.95,2018/04/16 13:36 ver2.10→ver3.00 XML変換実施(ボーリングデータバージョン変換システム ver. 1.3),,,,,,,,,,,,,,,,,3,,,,,S,531211000,灰,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,011.00,02,00.60,00.95,00021.40,,,,,,,,,,,,,,,,,,,,,,貫入不能,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JIS A 0206-2008,平成９年度長良川上流部外２件堤防詳細点検,08,21,7  ,136,42,26.979,35,22,53.285,1,5336,05,56,国土交通省 中部地方整備局 木曽川上流河川事務所,1998-05,国際航業（株）,15.13,29.31,1,000,029.31,玉石混り礫質土,1,029.31,029.15,60,16,011.50,2018/04/16 13:36 ver2.10→ver3.00 XML変換実施(ボーリングデータバージョン変換システム ver. 1.3),,,,,,,,,,,,,,,,,4,,,,,GF,531100000,黄灰,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,599200002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JIS A 0206-2008,長良川河渡地区地質調査,08,12,3  ,136,42,2.778,35,24,25.374,1,5336,05,86,国土交通省 中部地方整備局 越美山系砂防事務所,1981-06,応用地質株式会社,8.47,10.30,1,000,010.30,礫質土,1,010.30,010.00,49,30,000.75,2018/04/16 13:36 ver2.10→ver3.00 XML変換実施(ボーリングデータバージョン変換システム ver. 1.3),,,,,,,,,,,,,,,,,,,,,,GF,531100000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JIS A 0206-2008,平成４年東海環状自動車道富加、関ＩＣ地質調査,01,01,6  ,136,58,21.279,35,30,33.956,1,5336,27,17,国土交通省 中部地方整備局 岐阜国道事務所,1993-02,中央開発株式会社,94.80,9.00,2,000,009.00,軟岩・風化岩,1,009.00,009.00,50,30,,2018/04/16 13:36 ver2.10→ver3.00 XML変換実施(ボーリングデータバージョン変換システム ver. 1.3),,,,,,,,,,,,,,,,,4,,,,,SF,,淡褐,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,599200003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JIS A 0206-2008,平成16年度東海環状岐阜三輪地区水文地質調査,18,21,0002,136,50,28.3300,35,30,34.8400,1,5336,26,17,国土交通省中部地方整備局岐阜国道事務所,2004-10-12,川崎地質株式会社中部支社,49.56,20.75,2,,20.75,チャート,1,20.75,,,,2.70,2018/04/16 13:37 ver2.10→ver3.00 XML変換実施(ボーリングデータバージョン変換システム ver. 1.3),東海環状自動車道,No.2-1,0004,02,1,2004-10-04,小熊健一,五藤幸晴,村上敏幸,田中昌幸,0.00,0.00,YBM-05,50,2,ヤンマーNFD9,9,未使用,9,SPT実施せず,CP-55,Cht,131000002,灰,19.15,20.75,岩片状～短柱状コア。岩片は新鮮で硬質。亀裂面は褐色に変色する。,015,E,極軟,マサ状、粘土状。a,20.75,013,980,VIII,採取不可,コアの採取ができないもの。スライムも含む。,20.75,940,20.75,930,20.75,930,014,4,強変質,構成鉱物、岩片等が変質鉱物で完全置換され、原岩組織を全く～殆ど残さないもの。,20.75,011,2004-10-12,1,,12,2004-10-12,20.75,18.00,18.00,86,2,崩壊,20.75,120,20.75,ダブル,ダイヤ,20.75,5.0,20.75,200,20.75,10.0,13,8,2,20.75,100,20.00,0,20.00,0,備考,960,D,破砕帯・粘土化帯でコア採取不可能なもの。,20.75,950,,,,111000000,,20.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,馬力,55,リットル毎分,,,,,,,,,,,,,,,,,,,,,,,,,,,JFT,17.75,20.75,1.11*10-4cm/s,,,,,,,,
