no,data_name_e,file_name,jigyou_name,chousa_name,chousa_mokuteki,chousa_taishou,boring_name,hacchuu_kikan,start_date,end_date,bor_level,bor_length,pdf,test_xml,s_val1max,s_val4,s_val5,s_val6,s_val7,s_val8,s_val9,s_val10,s_val11,s_val12,bor_id,address,download_h,model,lng,lat
3439,BOREHOLE_FUKUI,18000231551601831-BED0004,,通常砂防工事(防災・安全交付金)調査業務委託　羽賀28-3,09,01,Bor.No.4,福井県嶺南振興局小浜土木事務所　河川砂防課,2016-10-18,2016-10-19,27.91,4,0,0,50,0,0000,000000,000000000,00000,0000,0000,1100,111,305567,福井県小浜市羽賀地係　　代谷川(瓜生谷川),1,0,135.76305916667,35.515833333333
3440,BOREHOLE_FUKUI,18000103101900283-BED0001,,平成31年度　県単地すべり対策施設管理費　高浜地区　委託第1号,68,13,R01　3-2(W),福井県嶺南振興局農村整備部,2019-11-21,2019-12-06,40.94,25,0,0,-9999,0.3,0000,000000,000000000,00000,0000,0000,0000,000,311687,福井県大飯郡高浜町小和田地係,1,0,135.49876111111,35.490205555556
3441,BOREHOLE_FUKUI,18000103101902365-BED0001,,令和元年度 農村災害対策整備事業 高浜地区 委託第1号,99,21,B-3,福井県嶺南振興局 農村整備部,2019-10-26,2019-10-26,32.42,5.45,0,0,-9999,1.07,0000,111101,000000000,00000,0000,0000,0000,000,311688,大飯郡　高浜町　子生　地係,1,0,135.5455,35.470416666667
3442,BOREHOLE_FUKUI,18000103601901518-BED0002,令和元年度経営体育成基盤整備事業(ほ場)敦賀西部1期地区業務委託第1号,令和元年度経営体育成基盤整備事業(ほ場)敦賀西部1期地区業務委託第1号,83,06,B.No.2(ため池),福井県嶺南振興局二州農林部,2019-09-06,2019-09-10,7.98,8,0,0,-9999,1.05,0000,111100,000000000,00000,0000,0000,0000,000,311689,敦賀市莇生野他,1,0,136.0341,35.637641666667
3443,BOREHOLE_FUKUI,BED10418000012227,,道路災害復旧工事(県単)道路防災対策工事測量地質調査設計業務委託,01,13,BV-2,福井県嶺南振興局　小浜土木事務所　道路保全課,2004-10-30,2004-11-05,66.32,20,0,0,-9999,6.08,0000,000000,000000000,00000,0000,0000,0000,000,310163,福井県小浜市阿納尻地係,1,0,135.75611111111,35.540277777778
3444,BOREHOLE_FUKUI,18000103601901518-BED0001,令和元年度経営体育成基盤整備事業(ほ場) 敦賀西部1期地区業務委託第1号,令和元年度経営体育成基盤整備事業(ほ場) 敦賀西部1期地区業務委託第1号,83,06,B.No.1(ため池),福井県嶺南振興局二州農林部,2019-09-13,2019-09-19,7.58,14.45,0,0,30,1.05,0000,111100,000000000,00000,0000,0000,0000,000,311690,敦賀市莇生野他,1,0,136.034125,35.638061111111
3445,BOREHOLE_FUKUI,18000103601901518-BED0003,令和元年度経営体育成基盤整備事業(ほ場)敦賀西部1期地区業務委託第1号,令和元年度経営体育成基盤整備事業(ほ場)敦賀西部1期地区業務委託第1号,83,06,B.No.3(ため池),福井県嶺南振興局二州農林部,2019-09-03,2019-09-05,7.44,13,0,0,-9999,0.55,0000,111100,000000000,00000,0000,0000,0000,000,311691,敦賀市莇生野他,1,0,136.03416388889,35.63745
3446,BOREHOLE_FUKUI,18000210452000298-BED0001,,令和2年度 復旧治山工事 調査・測量・設計業務委託,09,01,BNo.1,福井県福井農林総合事務所,2020-06-04,2020-10-30,32.31,17.45,0,0,50,-9999,0000,111100,000000000,00000,0000,0000,0000,000,311692,福井市蒲生町(狐ヶ原)地係,1,0,136.01295,36.034125
3447,BOREHOLE_FUKUI,18000210451901558-BED0001,農業用河川工作物応急対策事業,平成30年度　農業用河川工作物応急対策事業　主計地区　業務委託第4号,99,01,BV-1,福井県　福井農林総合事務所,2019-08-05,2019-12-20,14.82,22,0,0,50,0.82,0000,111101,000000000,00000,0000,0000,0000,000,311693,福井県福井市徳尾町　地係,1,0,136.20481225,35.975705722222
3448,BOREHOLE_FUKUI,18000210452000546-BED0001,令和元年度農業農村防災事業実施計画策定事業 滝波地区業務委託第1号,令和元年度農業農村防災事業実施計画策定事業 滝波地区業務委託第1号,83,06,B.No.1,福井県福井農林総合事務所,2020-10-27,2020-11-05,91.32,28.25,0,0,50,4.54,0000,000000,000000000,11111,0000,0000,0000,000,311694,福井市滝波町 地係,1,0,136.03350833333,35.88635
3449,BOREHOLE_FUKUI,BED10418000013056,(県単)7月豪雨関連災害緊急工事(道路),(県単)7月豪雨関連災害緊急工事(道路)地質調査業務委託,01,01,No.2,福井県朝日土木事務所,2006-11-12,2006-11-15,6.02,10,0,0,-9999,5.38,0000,000000,000000000,00000,0000,0000,1100,111,310640,福井県丹生郡越前町午房ヶ平(一般国道305号),1,0,136.01088888889,35.872611111111
3450,BOREHOLE_FUKUI,18000210452000546-BED0002,令和元年度農業農村防災事業実施計画策定事業 滝波地区業務委託第1号,令和元年度農業農村防災事業実施計画策定事業 滝波地区業務委託第1号,83,06,B.No.2,福井県福井農林総合事務所,2020-09-14,2020-09-25,95.29,32.02,0,0,50,1.4,0000,111100,000000000,11111,0000,0000,0000,000,311695,福井市滝波町 地係,1,0,136.0921,36.022227777778
3451,BOREHOLE_FUKUI,18000210452000546-BED0003,令和元年度農業農村防災事業実施計画策定事業 滝波地区業務委託第1号,令和元年度農業農村防災事業実施計画策定事業 滝波地区業務委託第1号,83,06,B.No.3,福井県福井農林総合事務所,2020-09-29,2020-10-05,83.67,21.03,0,0,50,1.64,0000,000000,000000000,11111,0000,0000,0000,000,311696,福井市滝波町 地係,1,0,136.09244722222,36.022397222222
3452,BOREHOLE_FUKUI,18000210471901878-BED0001,令和元年度農道保全対策事業(一般)新野中橋地区業務委託第1号,令和元年度農道保全対策事業(一般)新野中橋地区業務委託第1号,83,01,B.No.1(左岸),福井県坂井農林総合事務所,2019-12-03,2019-12-17,3.43,54.02,0,0,50,2.2,0000,111100,000000000,00000,0000,0000,0000,000,311697,坂井市三国町野中 地係,1,0,136.16739444444,36.197216666667
3453,BOREHOLE_FUKUI,18000210472000276-BED0003,,令和2年度予防治山工事調査測量設計業務委託,83,13,BV-3孔,福井県坂井農林総合事務所,2020-07-01,2020-07-08,23.07,15.31,0,0,50,3.4,0000,000000,000000000,00000,0000,0000,0000,000,311698,福井県坂井市あわら市細呂木(上野)地係,1,0,136.24652777778,36.261888888889
3454,BOREHOLE_FUKUI,18000210472000276-BED0002,,令和2年度予防治山工事調査測量設計業務委託,83,13,BV-2孔,福井県坂井農林総合事務所,2020-07-08,2020-07-14,24.42,15.45,0,0,48,12.4,0000,000000,000000000,00000,0000,0000,0000,000,311699,福井県坂井市あわら市細呂木(上野)地係,1,0,136.24661111111,36.261861111111
3455,BOREHOLE_FUKUI,18000210471901878-BED0002,令和元年度農道保全対策事業(一般)新野中橋地区業務委託第1号,令和元年度農道保全対策事業(一般)新野中橋地区業務委託第1号,83,01,B.No.2(右岸),福井県坂井農林総合事務所,2019-12-05,2019-12-18,4.72,54.03,0,0,50,0.63,0000,111100,000000000,00000,0000,0000,0000,000,311700,坂井市三国町野中 地係,1,0,136.16803333333,36.197272222222
3456,BOREHOLE_FUKUI,18000210472000331-BED0002,,令和元年度 経営体育成基盤整備事業（土地総） 柿原地区業務委託第3号,99,01,B.No.2,福井県坂井農林総合事務所,2020-07-06,2020-07-08,34.98,8,0,0,33,2,0000,000000,000000000,00000,0000,0000,0000,000,311701,柿原地区　あわら市柿原 地係,1,0,136.23574722222,36.239952777778
3457,BOREHOLE_FUKUI,18000210472000331-BED0001,,令和元年度 経営体育成基盤整備事業（土地総） 柿原地区業務委託第3号,99,01,B.No.1,福井県坂井農林総合事務所,2020-07-13,2020-07-14,29.3,8,0,0,24,-9999,0000,000000,000000000,00000,0000,0000,0000,000,311702,柿原地区　あわら市柿原 地係,1,0,136.23609444444,36.240508333333
3458,BOREHOLE_FUKUI,18000210472000276-BED0001,,令和2年度予防治山工事調査測量設計業務委託,83,13,BV-1孔,福井県坂井農林総合事務所,2020-07-08,2020-07-11,14.76,10.45,0,0,38,1.7,0000,000000,000000000,00000,0000,0000,0000,000,311703,福井県坂井市あわら市細呂木(上野)地係,1,0,136.24652777778,36.261805555556
3459,BOREHOLE_FUKUI,18000210472001005-BED0001,湛水防除事業,湛水防除事業　中番地区　業務委託第1号,71,01,BNo.1(ANo.0-11.08 CL),福井県坂井総合農林総合事務所,2021-02-03,2021-02-05,0.65,40.43,0,0,50,0.34,0000,111101,000000000,00000,0000,0000,0000,000,311704,福井県あわら市中番　地係,1,0,136.19944952778,36.207473083333
3460,BOREHOLE_FUKUI,18000210472001005-BED0003,湛水防除事業,湛水防除事業　中番地区　業務委託第1号,71,01,BNo.3(BNo.0+13.8 CL),福井県坂井総合農林総合事務所,2021-02-02,2021-02-11,2.52,41.45,0,0,50,0.65,0000,111101,000000000,00000,0000,0000,0000,000,311705,福井県あわら市中番　地係,1,0,136.19960086111,36.207063083333
3461,BOREHOLE_FUKUI,18000210472001005-BED0004,湛水防除事業,湛水防除事業　中番地区　業務委託第1号,71,01,BNo.2別孔(ANo.0+0.4 L-1.0),福井県坂井総合農林総合事務所,2021-02-11,2021-02-11,4.97,27,0,0,-9999,-9999,0000,111101,000000000,11101,0000,0000,0000,000,311706,福井県あわら市中番　地係,1,0,136.19950566667,36.207369805556
3462,BOREHOLE_FUKUI,18000210472001005-BED0005,湛水防除事業,湛水防除事業　中番地区　業務委託第1号,71,01,BNo.3別孔(BNo.0+13.8 R-1.4 ),福井県坂井総合農林総合事務所,2021-02-12,2021-02-16,2.52,8.6,0,0,-9999,-9999,0000,000000,000000000,00000,0000,0000,0000,000,311707,福井県あわら市中番　地係,1,0,136.19960086111,36.207063083333
3463,BOREHOLE_FUKUI,BED10418000012228,,道路災害復旧工事(県単)道路防災対策工事測量地質調査設計業務委託,01,13,BV-3,福井県嶺南振興局　小浜土木事務所　道路保全課,2004-10-28,2004-10-31,52.96,14,0,0,-9999,3.05,0000,000000,000000000,00000,0000,0000,0000,000,310164,福井県小浜市阿納尻地係,1,0,135.75638888889,35.540277777778
3464,BOREHOLE_FUKUI,BED10418000012229,,道路災害復旧工事(県単)道路防災対策工事測量地質調査設計業務委託,01,13,BV-4,福井県嶺南振興局　小浜土木事務所　道路保全課,2004-10-28,2004-11-01,47.98,10,0,0,-9999,1.1,0000,000000,000000000,00000,0000,0000,0000,000,310165,福井県小浜市阿納尻地係,1,0,135.75666666667,35.540277777778
3465,BOREHOLE_FUKUI,BED10418000012231,,道路災害復旧工事(県単)道路防災対策工事測量地質調査設計業務委託,01,13,BV-6,福井県嶺南振興局　小浜土木事務所　道路保全課,2004-11-01,2004-11-04,60.23,13,0,0,50,0.15,0000,000000,000000000,00000,0000,0000,0000,000,310167,福井県小浜市阿納尻地係,1,0,135.753800076593,35.5435979624588
3466,BOREHOLE_FUKUI,BED10418000012232,,道路災害復旧工事(県単)道路防災対策工事測量地質調査設計業務委託,01,13,BV-7,福井県嶺南振興局　小浜土木事務所　道路保全課,2004-11-15,2004-11-26,75.98,22,0,0,-9999,2.51,0000,000000,000000000,00000,0000,0000,0000,000,310168,福井県小浜市阿納尻地係,1,0,135.75638888889,35.5405
3467,BOREHOLE_FUKUI,BED10418000012233,,道路災害復旧工事(県単)道路防災対策工事測量地質調査設計業務委託,01,13,BV-8,福井県嶺南振興局　小浜土木事務所　道路保全課,2004-11-14,2004-11-19,60.37,18,0,0,-9999,2.75,0000,000000,000000000,00000,0000,0000,0000,000,310169,福井県小浜市阿納尻地係,1,0,135.75680555556,35.540472222222
3468,BOREHOLE_FUKUI,18000210472001095-BED0002,令和2年度経営体育成基盤整備事業(土地総) 坂井西部1期地区業務委託第6号,令和2年度経営体育成基盤整備事業(土地総) 坂井西部1期地区業務委託第6号,83,01,B.No.2,福井県坂井農林総合事務所,2020-09-23,2020-09-23,1.5,10.45,0,0,8,1.3,0000,111100,000000000,00000,0000,0000,0000,000,311711,坂井市坂井町折戸,1,0,136.15485833333,36.177966666667
3469,BOREHOLE_FUKUI,18000210472001943-BED0003,令和元年度農村地域防災減災事業福井第2地区(坂井地区)業務委託第2号,令和元年度農村地域防災減災事業福井第2地区(坂井地区)業務委託第2号,83,06,正法寺溜B.No.1,福井県坂井農林総合事務所,2020-12-19,2020-12-22,4.54,10.45,0,0,23,1.75,0000,111100,000000000,00000,0000,0000,0000,000,311712,あわら市後山,1,0,136.282975,36.190836111111
3470,BOREHOLE_FUKUI,18000210472001943-BED0004,令和元年度農村地域防災減災事業福井第2地区(坂井地区)業務委託第2号,令和元年度農村地域防災減災事業福井第2地区(坂井地区)業務委託第2号,83,06,正法寺溜B.No.2,福井県坂井農林総合事務所,2020-12-23,2020-12-24,1.89,8.35,0,0,50,0.5,0000,111100,000000000,00000,0000,0000,0000,000,311713,あわら市後山,1,0,136.28300833333,36.190794444444
3471,BOREHOLE_FUKUI,18000210472001945-BED0002,,令和2年度 農村地域防災減災事業福井第2地区（坂井地区）業務委託第1号,61,06,BNO.2,福井県坂井農林総合事務所,2020-10-28,2020-10-28,42.79,3.3,0,0,-9999,-9999,0000,111101,000000000,00000,0000,0000,0000,000,311714,福井県坂井市丸岡町川上,1,0,136.29696944444,36.171536111111
3472,BOREHOLE_FUKUI,18000210472001943-BED0001,令和元年度農村地域防災減災事業福井第2地区(坂井地区)業務委託第2号,令和元年度農村地域防災減災事業福井第2地区(坂井地区)業務委託第2号,83,06,桝谷口溜B.No.1,福井県坂井農林総合事務所,2020-11-26,2020-11-28,3,9.45,0,0,34,1.2,0000,111100,000000000,00000,0000,0000,0000,000,311715,あわら市熊坂,1,0,136.29654722222,36.231361111111
3473,BOREHOLE_FUKUI,18000210472001945-BED0003,,令和2年度 農村地域防災減災事業福井第2地区（坂井地区）業務委託第1号,61,06,BNO.3,福井県坂井農林総合事務所,2020-10-29,2020-11-02,40.44,10.2,0,0,50,2.8,0000,000000,000000000,00000,0000,0000,0000,000,311720,福井県坂井市丸岡町川上,1,0,136.29695833333,36.171530555556
3474,BOREHOLE_FUKUI,18000210542001800-BED0002,,平成31年度 農村地域防災減災事業 福井第2地区（奥越地区）\n令和元年度 業務委託第2号\n,69,06,SM-BV-2,福井県奥越農林総合事務所,2020-07-31,2020-12-15,226.84,9.45,0,0,38,-99.99,0000,111101,000000000,00000,0000,0000,0000,000,311721,福井県大野市下丁 地係,1,0,136.45437269444,35.984620888889
